plotname	area	date	isinterventionresult	status	classkey	lowerGirth	labelGirth	species	nbtree_ha	basalArea_ha	vc22StemHa	vc22BranchHa	vLogHa
evenaged	10000.0	2036	false	alive	CH20	20	20-30	CH	7.0	0.03596693729177329	0.11164766112751662	0.0	0.0
evenaged	10000.0	2036	false	alive	CH30	30	30-40	CH	535.0	5.242877463736415	27.188764803093903	0.0	0.0
evenaged	10000.0	2036	false	alive	CH40	40	40-50	CH	899.0	14.580594901710711	97.55733087072834	0.0	0.0
evenaged	10000.0	2036	false	alive	CH50	50	50-60	CH	59.0	1.4205959602622218	10.96561784271937	0.0	0.0
evenaged	10000.0	2036	true	cut	CH20	20	20-30	CH	6.0	0.02897721330739897	0.083488550067511	0.0	0.0
evenaged	10000.0	2036	true	cut	CH30	30	30-40	CH	263.0	2.527265097889322	12.943265493004368	0.0	0.0
evenaged	10000.0	2036	true	cut	CH40	40	40-50	CH	250.0	3.988721272698254	26.50965670626721	0.0	0.0
evenaged	10000.0	2036	true	cut	CH50	50	50-60	CH	12.0	0.2879596150401575	2.2202081558346567	0.0	0.0
evenaged	10000.0	2037	false	alive	CH60	60	60-70	CH	7.0	0.20345808078358876	1.6591209551703936	0.0	0.0
evenaged	10000.0	2037	false	alive	CH30	30	30-40	CH	221.0	2.294925804052483	12.301576093357045	0.0	0.0
evenaged	10000.0	2037	false	alive	CH40	40	40-50	CH	581.0	9.623522776278948	64.93442616071447	0.0	0.0
evenaged	10000.0	2037	false	alive	CH50	50	50-60	CH	160.0	3.459298395759562	25.777576463157107	0.0	0.0
evenaged	10000.0	2038	false	alive	CH60	60	60-70	CH	18.0	0.5386125670659512	4.427570255022622	0.0	0.0
evenaged	10000.0	2038	false	alive	CH30	30	30-40	CH	167.0	1.794916375647619	9.799926127132956	0.0	0.0
evenaged	10000.0	2038	false	alive	CH40	40	40-50	CH	508.0	8.448491090905144	57.09302887802507	0.0	0.0
evenaged	10000.0	2038	false	alive	CH50	50	50-60	CH	276.0	5.976918103160616	44.53823093725521	0.0	0.0
evenaged	10000.0	2039	false	alive	CH60	60	60-70	CH	24.0	0.7437623351183572	6.17225510746457	0.0	0.0
evenaged	10000.0	2039	false	alive	CH30	30	30-40	CH	125.0	1.4030088865857138	7.8419072969580075	0.0	0.0
evenaged	10000.0	2039	false	alive	CH40	40	40-50	CH	449.0	7.558911593821601	51.33464720170864	0.0	0.0
evenaged	10000.0	2039	false	alive	CH50	50	50-60	CH	371.0	8.274628454300782	62.27507550045979	0.0	0.0
evenaged	10000.0	2040	false	alive	CH60	60	60-70	CH	31.0	0.989177772284683	8.273209746816205	0.0	0.0
evenaged	10000.0	2040	false	alive	CH30	30	30-40	CH	81.0	0.9461355697876551	5.401227093688033	0.0	0.0
evenaged	10000.0	2040	false	alive	CH40	40	40-50	CH	396.0	6.712270575487067	45.72281097491314	0.0	0.0
evenaged	10000.0	2040	false	alive	CH50	50	50-60	CH	461.0	10.597740591325646	80.56981184343226	0.0	0.0
evenaged	10000.0	2041	false	alive	CH60	60	60-70	CH	41.0	1.335751553758434	11.233983526998768	0.0	0.0
evenaged	10000.0	2041	false	alive	CH30	30	30-40	CH	41.0	0.5013423801141272	2.9315091191230267	0.0	0.0
evenaged	10000.0	2041	false	alive	CH40	40	40-50	CH	333.0	5.6176034725315	38.20272858149917	0.0	0.0
evenaged	10000.0	2041	false	alive	CH50	50	50-60	CH	554.0	13.09928029461035	100.51903188557596	0.0	0.0
evenaged	10000.0	2042	false	alive	CH60	60	60-70	CH	53.0	1.7577643470866635	14.853556026162924	0.0	0.0
evenaged	10000.0	2042	false	alive	CH30	30	30-40	CH	1.0	0.012561143510048228	0.07446680974039972	0.0	0.0
evenaged	10000.0	2042	false	alive	CH40	40	40-50	CH	269.0	4.418591477368748	29.718481959469266	0.0	0.0
evenaged	10000.0	2042	false	alive	CH50	50	50-60	CH	646.0	15.717353957692927	121.73693393324515	0.0	0.0
evenaged	10000.0	2043	false	alive	CH60	60	60-70	CH	167.0	5.117558993188276	42.358036011320614	0.0	0.0
evenaged	10000.0	2043	false	alive	CH70	70	70-80	CH	8.0	0.31610748221660856	2.7835438006689057	0.16085710531127834	0.0
evenaged	10000.0	2043	false	alive	CH40	40	40-50	CH	219.0	3.713642972854206	25.288083191968973	0.0	0.0
evenaged	10000.0	2043	false	alive	CH50	50	50-60	CH	575.0	14.154894783198841	110.0249267601392	0.0	0.0
evenaged	10000.0	2044	false	alive	CH60	60	60-70	CH	280.0	8.626892124680415	71.4908541150761	0.0	0.0
evenaged	10000.0	2044	false	alive	CH70	70	70-80	CH	18.0	0.7304947667744788	6.4710304002486865	0.3839095684093373	0.0
evenaged	10000.0	2044	false	alive	CH40	40	40-50	CH	163.0	2.8350401265861316	19.490651211805012	0.0	0.0
evenaged	10000.0	2044	false	alive	CH50	50	50-60	CH	508.0	12.549350624689337	97.64714375149146	0.0	0.0
evenaged	10000.0	2044	true	cut	CH60	60	60-70	CH	89.0	2.724443473174504	22.537770297015356	0.0	0.0
evenaged	10000.0	2044	true	cut	CH70	70	70-80	CH	5.0	0.19909625261302946	1.7562223042502105	0.10225332678244278	0.0
evenaged	10000.0	2044	true	cut	CH40	40	40-50	CH	109.0	1.8923634294919303	13.000541293553342	0.0	0.0
