plotname	area	date	isinterventionresult	status	classkey	lowerGirth	labelGirth	species	nbtree_ha	basalArea_ha	vc22StemHa	vc22BranchHa	vLogHa
evenaged	10000.0	2036	false	alive	CH20	20	20-30	CH	7.0	0.0359669372917733	0.11164766112751662	0.0	0.0
evenaged	10000.0	2036	false	alive	CH30	30	30-40	CH	535.0	5.242877463736416	27.188764803093935	0.0	0.0
evenaged	10000.0	2036	false	alive	CH40	40	40-50	CH	899.0	14.58059490171072	97.55733087072834	0.0	0.0
evenaged	10000.0	2036	false	alive	CH50	50	50-60	CH	59.0	1.4205959602622213	10.965617842719368	0.0	0.0
evenaged	10000.0	2036	true	cut	CH20	20	20-30	CH	7.0	0.035966937291773304	0.11164766112751663	0.0	0.0
evenaged	10000.0	2036	true	cut	CH30	30	30-40	CH	277.0	2.645503027446742	13.498679841604899	0.0	0.0
evenaged	10000.0	2036	true	cut	CH40	40	40-50	CH	268.0	4.289545643911998	28.536878519204556	0.0	0.0
evenaged	10000.0	2036	true	cut	CH50	50	50-60	CH	15.0	0.3535323094962389	2.7102501708639246	0.0	0.0
evenaged	10000.0	2037	false	alive	CH60	60	60-70	CH	5.0	0.14478605150133972	1.1794477236369088	0.0	0.0
evenaged	10000.0	2037	false	alive	CH30	30	30-40	CH	213.0	2.2227617923383978	11.949762448240495	0.0	0.0
evenaged	10000.0	2037	false	alive	CH40	40	40-50	CH	570.0	9.40140035119502	63.33380469407959	0.0	0.0
evenaged	10000.0	2037	false	alive	CH50	50	50-60	CH	145.0	3.1451486997472826	23.465955025466105	0.0	0.0
evenaged	10000.0	2038	false	alive	CH60	60	60-70	CH	14.0	0.41649307929726587	3.4182186417438345	0.0	0.0
evenaged	10000.0	2038	false	alive	CH30	30	30-40	CH	161.0	1.7224154919592032	9.381053301637468	0.0	0.0
evenaged	10000.0	2038	false	alive	CH40	40	40-50	CH	513.0	8.468604520345217	57.06314048174136	0.0	0.0
evenaged	10000.0	2038	false	alive	CH50	50	50-60	CH	245.0	5.297608866773449	39.460571973904784	0.0	0.0
evenaged	10000.0	2039	false	alive	CH60	60	60-70	CH	22.0	0.6724460116861436	5.559735977050304	0.0	0.0
evenaged	10000.0	2039	false	alive	CH30	30	30-40	CH	124.0	1.3750661106376563	7.636159777999292	0.0	0.0
evenaged	10000.0	2039	false	alive	CH40	40	40-50	CH	463.0	7.723073895471009	52.254151943105235	0.0	0.0
evenaged	10000.0	2039	false	alive	CH50	50	50-60	CH	324.0	7.157976461804071	53.697230950984576	0.0	0.0
evenaged	10000.0	2040	false	alive	CH60	60	60-70	CH	28.0	0.8802334695679378	7.332819157690672	0.0	0.0
evenaged	10000.0	2040	false	alive	CH30	30	30-40	CH	87.0	0.9967932937367399	5.632294314280542	0.0	0.0
evenaged	10000.0	2040	false	alive	CH40	40	40-50	CH	420.0	7.074663020553902	48.06122398721703	0.0	0.0
evenaged	10000.0	2040	false	alive	CH50	50	50-60	CH	398.0	9.032728728868424	68.37484532402917	0.0	0.0
evenaged	10000.0	2041	false	alive	CH60	60	60-70	CH	32.0	1.03893702771186	8.728435248232506	0.0	0.0
evenaged	10000.0	2041	false	alive	CH30	30	30-40	CH	55.0	0.6548152644210354	3.7759262529335302	0.0	0.0
evenaged	10000.0	2041	false	alive	CH40	40	40-50	CH	369.0	6.254056350790533	42.59906055326435	0.0	0.0
evenaged	10000.0	2041	false	alive	CH50	50	50-60	CH	477.0	11.124881404631145	84.98060488828915	0.0	0.0
evenaged	10000.0	2042	false	alive	CH60	60	60-70	CH	42.0	1.3806693917021657	11.638889540608924	0.0	0.0
evenaged	10000.0	2042	false	alive	CH30	30	30-40	CH	27.0	0.3351936791703816	1.9752826030852926	0.0	0.0
evenaged	10000.0	2042	false	alive	CH40	40	40-50	CH	308.0	5.2129612699755175	35.49325862466146	0.0	0.0
evenaged	10000.0	2042	false	alive	CH50	50	50-60	CH	556.0	13.264552743252324	102.08771050074833	0.0	0.0
evenaged	10000.0	2043	false	alive	CH60	60	60-70	CH	60.0	1.9654381937435705	16.55844946565092	0.0	0.0
evenaged	10000.0	2043	false	alive	CH40	40	40-50	CH	249.0	4.142347493928954	28.001639220931523	0.0	0.0
evenaged	10000.0	2043	false	alive	CH50	50	50-60	CH	624.0	15.238693879069293	118.17376721724692	0.0	0.0
evenaged	10000.0	2044	false	alive	CH60	60	60-70	CH	167.0	5.115861088717299	42.34006502324299	0.0	0.0
evenaged	10000.0	2044	false	alive	CH70	70	70-80	CH	8.0	0.3160080028856625	2.7824705213858305	0.16074621097862088	0.0
evenaged	10000.0	2044	false	alive	CH40	40	40-50	CH	202.0	3.4505683280250894	23.564504666656966	0.0	0.0
evenaged	10000.0	2044	false	alive	CH50	50	50-60	CH	556.0	13.649560115752351	106.01246077706783	0.0	0.0
evenaged	10000.0	2044	true	cut	CH60	60	60-70	CH	58.0	1.7557649395617074	14.48389107326679	0.0	0.0
evenaged	10000.0	2044	true	cut	CH70	70	70-80	CH	4.0	0.15794732348220214	1.390615270652781	0.08029589247127802	0.0
evenaged	10000.0	2044	true	cut	CH40	40	40-50	CH	124.0	2.084649404373832	14.145804311391048	0.0	0.0
evenaged	10000.0	2044	true	cut	CH50	50	50-60	CH	167.0	4.062435904319596	31.461949813609582	0.0	0.0
evenaged	10000.0	2045	false	alive	CH60	60	60-70	CH	185.0	5.681645738252839	47.04416581380066	0.0	0.0
evenaged	10000.0	2045	false	alive	CH70	70	70-80	CH	11.0	0.4424243451436491	3.9114056583622663	0.23004948984724927	0.0
evenaged	10000.0	2045	false	alive	CH40	40	40-50	CH	54.0	0.9602927840988142	6.65905079968435	0.0	0.0
evenaged	10000.0	2045	false	alive	CH50	50	50-60	CH	330.0	8.157284212803033	63.48165814969909	0.0	0.0
evenaged	10000.0	2046	false	alive	CH60	60	60-70	CH	243.0	7.627552844331519	63.521823950324084	0.0	0.0
evenaged	10000.0	2046	false	alive	CH70	70	70-80	CH	14.0	0.580464697213557	5.16630113130795	0.31321368936262095	0.0
evenaged	10000.0	2046	false	alive	CH40	40	40-50	CH	39.0	0.7142754090297769	5.0088110643087145	0.0	0.0
evenaged	10000.0	2046	false	alive	CH50	50	50-60	CH	284.0	7.109952382081262	55.542677693161515	0.0	0.0
evenaged	10000.0	2047	false	alive	CH60	60	60-70	CH	294.0	9.442321770365929	79.11005287889343	0.0	0.0
evenaged	10000.0	2047	false	alive	CH70	70	70-80	CH	18.0	0.7642209635478918	6.836986260288366	0.4249840703961373	0.0
evenaged	10000.0	2047	false	alive	CH40	40	40-50	CH	24.0	0.44946320967778075	3.1779735035191576	0.0	0.0
evenaged	10000.0	2047	false	alive	CH50	50	50-60	CH	244.0	6.186988721224253	48.521811711442766	0.0	0.0
evenaged	10000.0	2048	false	alive	CH60	60	60-70	CH	337.0	11.090156398331759	93.5040655205374	0.0	0.0
evenaged	10000.0	2048	false	alive	CH70	70	70-80	CH	24.0	1.0336989588560037	9.277014760405251	0.5865637230268218	0.0
evenaged	10000.0	2048	false	alive	CH40	40	40-50	CH	12.0	0.22985862720132505	1.6387747179534822	0.0	0.0
evenaged	10000.0	2048	false	alive	CH50	50	50-60	CH	207.0	5.320181135640592	41.89764054981711	0.0	0.0
evenaged	10000.0	2049	false	alive	CH60	60	60-70	CH	400.0	13.378409116410715	113.27716812949365	0.0	0.0
evenaged	10000.0	2049	false	alive	CH70	70	70-80	CH	31.0	1.3555521140407645	12.205289130399542	0.7852890142400407	0.0
evenaged	10000.0	2049	false	alive	CH40	40	40-50	CH	2.0	0.03964543769571943	0.28622657988696976	0.0	0.0
evenaged	10000.0	2049	false	alive	CH50	50	50-60	CH	147.0	3.751340022478347	29.48252716507362	0.0	0.0
evenaged	10000.0	2050	false	alive	CH60	60	60-70	CH	418.0	14.25099186558769	121.25166992339415	0.0	0.0
evenaged	10000.0	2050	false	alive	CH70	70	70-80	CH	58.0	2.459892142042804	22.009017879968933	1.3785204147857861	0.0
evenaged	10000.0	2050	false	alive	CH80	80	80-90	CH	1.0	0.05119168045829424	0.4754750390295387	0.03581437436352114	0.0
evenaged	10000.0	2050	false	alive	CH50	50	50-60	CH	103.0	2.6340736558554316	20.711391462215055	0.0	0.0
evenaged	10000.0	2051	false	alive	CH60	60	60-70	CH	371.0	12.72038738523653	108.37510078769554	0.0	0.0
evenaged	10000.0	2051	false	alive	CH70	70	70-80	CH	131.0	5.418461458931368	48.210652146051565	2.9330494808963015	0.0
evenaged	10000.0	2051	false	alive	CH80	80	80-90	CH	5.0	0.25887130753520476	2.409561793314334	0.18370401304902495	0.0
evenaged	10000.0	2051	false	alive	CH50	50	50-60	CH	73.0	1.889782985986302	14.91079430295637	0.0	0.0
evenaged	10000.0	2052	false	alive	CH60	60	60-70	CH	317.0	10.91106037026081	93.0425956910809	0.0	0.0
evenaged	10000.0	2052	false	alive	CH70	70	70-80	CH	201.0	8.345174026061896	74.30343302098075	4.522829382618711	0.0
evenaged	10000.0	2052	false	alive	CH80	80	80-90	CH	12.0	0.631827502222537	5.8994817061178475	0.45787199934189027	0.0
evenaged	10000.0	2052	false	alive	CH50	50	50-60	CH	50.0	1.3109461502860065	10.380948344947104	0.0	0.0
evenaged	10000.0	2052	true	cut	CH60	60	60-70	CH	105.0	3.566524220873817	30.314448671964513	0.0	0.0
evenaged	10000.0	2052	true	cut	CH70	70	70-80	CH	46.0	1.9026111714493261	16.926458012790075	1.0264923622452211	0.0
evenaged	10000.0	2052	true	cut	CH80	80	80-90	CH	1.0	0.05141902349548798	0.47798474657116025	0.036171046619720044	0.0
evenaged	10000.0	2052	true	cut	CH50	50	50-60	CH	27.0	0.7032849032965802	5.55814900082135	0.0	0.0
evenaged	10000.0	2053	false	alive	CH60	60	60-70	CH	180.0	6.320403655334731	54.15725337914182	0.0	0.0
evenaged	10000.0	2053	false	alive	CH70	70	70-80	CH	193.0	8.19673610350573	73.33978618179684	4.567177901431318	0.0
evenaged	10000.0	2053	false	alive	CH80	80	80-90	CH	13.0	0.7053785910156175	6.622630913257629	0.5305112736245882	0.0
evenaged	10000.0	2053	false	alive	CH50	50	50-60	CH	15.0	0.40385780529197274	3.2227720695910445	0.0	0.0
evenaged	10000.0	2054	false	alive	CH60	60	60-70	CH	145.0	5.130016737413003	44.038920708665685	0.0	0.0
evenaged	10000.0	2054	false	alive	CH70	70	70-80	CH	232.0	10.031368367708069	90.1005481153467	5.7179727590542155	0.0
evenaged	10000.0	2054	false	alive	CH80	80	80-90	CH	17.0	0.9393204457460625	8.848228697045023	0.7229439053239063	0.0
evenaged	10000.0	2054	false	alive	CH50	50	50-60	CH	7.0	0.19081005584047223	1.5280467817252859	0.0	0.0
evenaged	10000.0	2055	false	alive	CH60	60	60-70	CH	111.0	3.976848347528623	34.242585207519575	0.0	0.0
evenaged	10000.0	2055	false	alive	CH70	70	70-80	CH	264.0	11.650727523526962	105.09961753189347	6.818053224082203	0.0
evenaged	10000.0	2055	false	alive	CH80	80	80-90	CH	22.0	1.231576828843636	11.62891005889067	0.964471141353982	0.0
evenaged	10000.0	2055	false	alive	CH50	50	50-60	CH	4.0	0.11143441777997579	0.8979229069017447	0.0	0.0
evenaged	10000.0	2056	false	alive	CH60	60	60-70	CH	71.0	2.524256863597875	21.69626649972258	0.0	0.0
evenaged	10000.0	2056	false	alive	CH70	70	70-80	CH	304.0	13.656322483795085	123.655953336663	8.187714119376356	0.0
evenaged	10000.0	2056	false	alive	CH80	80	80-90	CH	26.0	1.4830113080830007	14.049809011909858	1.1891129966051475	0.0
evenaged	10000.0	2057	false	alive	CH60	60	60-70	CH	48.0	1.7177055329192044	14.78562637063693	0.0	0.0
evenaged	10000.0	2057	false	alive	CH70	70	70-80	CH	291.0	13.265366635423351	120.47720008325372	8.09939561899935	0.0
evenaged	10000.0	2057	false	alive	CH80	80	80-90	CH	61.0	3.3222089780188133	31.219568489714522	2.5255076848461693	0.0
evenaged	10000.0	2057	false	alive	CH90	90	90-100	CH	1.0	0.06524515102300656	0.6320408856875259	0.06095142933585175	0.0
evenaged	10000.0	2058	false	alive	CH60	60	60-70	CH	33.0	1.1947757849273255	10.312269721649532	0.0	0.0
evenaged	10000.0	2058	false	alive	CH70	70	70-80	CH	244.0	11.1719949598507	101.5517357219766	6.850699052513022	0.0
evenaged	10000.0	2058	false	alive	CH80	80	80-90	CH	117.0	6.265715368623597	58.693031368067295	4.6500503842644445	0.0
evenaged	10000.0	2058	false	alive	CH90	90	90-100	CH	7.0	0.458907826053355	4.448931933743297	0.43111686999518606	0.0
evenaged	10000.0	2059	false	alive	CH60	60	60-70	CH	20.0	0.7279394016661955	6.290207370627693	0.0	0.0
evenaged	10000.0	2059	false	alive	CH70	70	70-80	CH	206.0	9.482690374283527	86.28719289330809	5.8486563737151425	0.0
evenaged	10000.0	2059	false	alive	CH80	80	80-90	CH	164.0	8.878360623815963	83.32717254523781	6.669229372296776	0.0
evenaged	10000.0	2059	false	alive	CH90	90	90-100	CH	11.0	0.7372032767187745	7.171766884794052	0.710068609273297	0.0
evenaged	10000.0	2060	false	alive	CH60	60	60-70	CH	14.0	0.5210179517000301	4.525648314750599	0.0	0.0
evenaged	10000.0	2060	false	alive	CH70	70	70-80	CH	173.0	8.070534728572342	73.63316136269346	5.057347477537773	0.0
evenaged	10000.0	2060	false	alive	CH80	80	80-90	CH	199.0	10.960832693599333	103.1922882237876	8.407390838032098	0.0
evenaged	10000.0	2060	false	alive	CH90	90	90-100	CH	15.0	1.0225401265883551	9.974162870893382	1.0043389590046725	0.0
evenaged	10000.0	2060	true	cut	CH60	60	60-70	CH	10.0	0.3757288590809638	3.2708396999533025	0.0	0.0
evenaged	10000.0	2060	true	cut	CH70	70	70-80	CH	58.0	2.6908574773922083	24.524650172187926	1.676984084391064	0.0
evenaged	10000.0	2060	true	cut	CH80	80	80-90	CH	33.0	1.8347039488209589	17.302724723111258	1.4250578788950394	0.0
evenaged	10000.0	2060	true	cut	CH90	90	90-100	CH	4.0	0.27123986622702445	2.643537320255481	0.26470289362905697	0.0
evenaged	10000.0	2061	false	alive	CH60	60	60-70	CH	2.0	0.07288238533345359	0.629881368363048	0.0	0.0
evenaged	10000.0	2061	false	alive	CH70	70	70-80	CH	86.0	4.062520085321682	37.156326849178704	2.5823548506260745	0.0
evenaged	10000.0	2061	false	alive	CH80	80	80-90	CH	195.0	10.927430962606094	103.19587749634324	8.561947872454475	0.0
evenaged	10000.0	2061	false	alive	CH90	90	90-100	CH	13.0	0.9066499348225275	8.874895031963357	0.9138352633309661	0.0
evenaged	10000.0	2062	false	alive	CH60	60	60-70	CH	2.0	0.07609968577768875	0.6643708802099948	0.0	0.0
evenaged	10000.0	2062	false	alive	CH70	70	70-80	CH	65.0	3.1328379711494057	28.766582819556046	2.0404354667807456	0.0
evenaged	10000.0	2062	false	alive	CH80	80	80-90	CH	213.0	12.20725347641725	115.74059799437467	9.832723633542543	0.0
evenaged	10000.0	2062	false	alive	CH90	90	90-100	CH	16.0	1.1306642722444016	11.090188284985743	1.1573867954242592	0.0
evenaged	10000.0	2063	false	alive	CH70	70	70-80	CH	34.0	1.6211800639390492	14.855686453115597	1.043806969660052	0.0
evenaged	10000.0	2063	false	alive	CH80	80	80-90	CH	245.0	14.281856427672597	135.81799025724516	11.75810177069552	0.0
evenaged	10000.0	2063	false	alive	CH90	90	90-100	CH	17.0	1.2314749493743968	12.123897329339718	1.295428814938413	0.0
evenaged	10000.0	2064	false	alive	CH70	70	70-80	CH	22.0	1.0592711176251695	9.725132971469966	0.6900619916719042	0.0
evenaged	10000.0	2064	false	alive	CH80	80	80-90	CH	215.0	12.6608415991573	120.61085596945657	10.547004363009378	0.0
evenaged	10000.0	2064	false	alive	CH90	90	90-100	CH	58.0	3.931337713732412	38.31813985491269	3.849206549197294	0.0
evenaged	10000.0	2064	false	alive	CH100	100	100-110	CH	1.0	0.0810010433416303	0.8101416149806678	0.09556355966464937	0.0
evenaged	10000.0	2065	false	alive	CH70	70	70-80	CH	10.0	0.47566787237254826	4.356545195133194	0.30506917864710403	0.0
evenaged	10000.0	2065	false	alive	CH80	80	80-90	CH	176.0	10.378482793346333	98.89045319919967	8.657065726465248	0.0
